gid,config
868371,def
868372,def
868373,def
868374,def
868375,def
868376,def
868377,def
868378,def
868379,def
868380,def
869414,def
869415,def
869416,def
869417,def
869418,def
869419,def
869420,def
869421,def
869422,def
869423,def
869424,def
869425,def
869426,def
869427,def
869428,def
869429,def
869430,def
869431,def
869432,def
869433,def
869434,def
869435,def
869436,def
869437,def
869438,def
869439,def
869440,def
869441,def
869442,def
869443,def
869444,def
869445,def
869446,def
869447,def
869448,def
869449,def
869450,def
869451,def
869452,def
869453,def
869454,def
869455,def
869456,def
869457,def
869458,def
869459,def
869460,def
869461,def
869462,def
869463,def
869464,def
869465,def
870501,def
870502,def
870503,def
870504,def
870505,def
870506,def
870507,def
870508,def
870509,def
870510,def
870511,def
870512,def
870513,def
870514,def
870515,def
870516,def
870517,def
870518,def
870519,def
870520,def
870521,def
870522,def
870523,def
870524,def
870525,def
870526,def
870527,def
870528,def
870529,def
870530,def
870531,def
870532,def
870533,def
870534,def
870535,def
870536,def
870537,def
870538,def
870539,def
870540,def
870541,def
870542,def
870543,def
870544,def
870545,def
870546,def
870547,def
870548,def
870549,def
870550,def
870551,def
870552,def
871590,def
871591,def
871592,def
871593,def
871594,def
871595,def
871596,def
871597,def
871598,def
871599,def
871600,def
871601,def
871602,def
871603,def
871604,def
871605,def
871606,def
871607,def
871608,def
871609,def
871610,def
871611,def
871612,def
871613,def
871614,def
871615,def
871616,def
871617,def
871618,def
871619,def
871620,def
871621,def
871622,def
871623,def
871624,def
871625,def
871626,def
871627,def
871628,def
871629,def
871630,def
871631,def
871632,def
871633,def
871634,def
871635,def
871636,def
871637,def
871638,def
871639,def
871640,def
871641,def
872679,def
872680,def
872681,def
872682,def
872683,def
872684,def
872685,def
872686,def
872687,def
872688,def
872689,def
872690,def
872691,def
872692,def
872693,def
872694,def
872695,def
872696,def
872697,def
872698,def
872699,def
872700,def
872701,def
872702,def
872703,def
872704,def
872705,def
872706,def
872707,def
872708,def
872709,def
872710,def
872711,def
872712,def
872713,def
872714,def
872715,def
872716,def
872717,def
872718,def
872719,def
872720,def
872721,def
872722,def
872723,def
872724,def
872725,def
872726,def
872727,def
872728,def
872729,def
872730,def
873769,def
873770,def
873771,def
873772,def
873773,def
873774,def
873775,def
873776,def
873777,def
873778,def
873779,def
873780,def
873781,def
873782,def
873783,def
873784,def
873785,def
873786,def
873787,def
873788,def
873789,def
873790,def
873791,def
873792,def
873793,def
873794,def
873795,def
873796,def
873797,def
873798,def
873799,def
873800,def
873801,def
873802,def
873803,def
873804,def
873805,def
873806,def
873807,def
873808,def
873809,def
873810,def
873811,def
873812,def
873813,def
873814,def
873815,def
873816,def
873817,def
873818,def
873819,def
873820,def
874859,def
874860,def
874861,def
874862,def
874863,def
874864,def
874865,def
874866,def
874867,def
874868,def
874869,def
874870,def
874871,def
874872,def
874873,def
874874,def
874875,def
874876,def
874877,def
874878,def
874879,def
874880,def
874881,def
874882,def
874883,def
874884,def
874885,def
874886,def
874887,def
874888,def
874889,def
874890,def
874891,def
874892,def
874893,def
874894,def
874895,def
874896,def
874897,def
874898,def
874899,def
874900,def
874901,def
874902,def
874903,def
874904,def
874905,def
874906,def
874907,def
874908,def
874909,def
874910,def
875950,def
875951,def
875952,def
875953,def
875954,def
875955,def
875956,def
875957,def
875958,def
875959,def
875960,def
875961,def
875962,def
875963,def
875964,def
875965,def
875966,def
875967,def
875968,def
875969,def
875970,def
875971,def
875972,def
875973,def
875974,def
875975,def
875976,def
875977,def
875978,def
875979,def
875980,def
875981,def
875982,def
875983,def
875984,def
875985,def
875986,def
875987,def
875988,def
875989,def
875990,def
875991,def
875992,def
875993,def
875994,def
875995,def
875996,def
875997,def
875998,def
875999,def
876000,def
876001,def
877041,def
877042,def
877043,def
877044,def
877045,def
877046,def
877047,def
877048,def
877049,def
877050,def
877051,def
877052,def
877053,def
877054,def
877055,def
877056,def
877057,def
877058,def
877059,def
877060,def
877061,def
877062,def
877063,def
877064,def
877065,def
877066,def
877067,def
877068,def
877069,def
877070,def
877071,def
877072,def
877073,def
877074,def
877075,def
877076,def
877077,def
877078,def
877079,def
877080,def
877081,def
877082,def
877083,def
877084,def
877085,def
877086,def
877087,def
877088,def
877089,def
877090,def
877091,def
877092,def
878132,def
878133,def
878134,def
878135,def
878136,def
878137,def
878138,def
878139,def
878140,def
878141,def
878142,def
878143,def
878144,def
878145,def
878146,def
878147,def
878148,def
878149,def
878150,def
878151,def
878152,def
878153,def
878154,def
878155,def
878156,def
878157,def
878158,def
878159,def
878160,def
878161,def
878162,def
878163,def
878164,def
878165,def
878166,def
878167,def
878168,def
878169,def
878170,def
878171,def
878172,def
878173,def
878174,def
878175,def
878176,def
878177,def
878178,def
878179,def
878180,def
878181,def
878182,def
878183,def
879223,def
879224,def
879225,def
879226,def
879227,def
879228,def
879229,def
879230,def
879231,def
879232,def
879233,def
879234,def
879235,def
879236,def
879237,def
879238,def
879239,def
879240,def
879241,def
879242,def
879243,def
879244,def
879245,def
879246,def
879247,def
879248,def
879249,def
879250,def
879251,def
879252,def
879253,def
879254,def
879255,def
879256,def
879257,def
879258,def
879259,def
879260,def
879261,def
879262,def
879263,def
879264,def
879265,def
879266,def
879267,def
879268,def
879269,def
879270,def
879271,def
879272,def
879273,def
879274,def
880320,def
880321,def
880322,def
880323,def
880324,def
880325,def
880326,def
880327,def
880328,def
880329,def
880330,def
880331,def
880332,def
880333,def
880334,def
880335,def
880336,def
880337,def
880338,def
880339,def
880340,def
880341,def
880342,def
880343,def
880344,def
880345,def
880346,def
880347,def
880348,def
880349,def
880350,def
880351,def
880352,def
880353,def
880354,def
880355,def
880356,def
880357,def
880358,def
880359,def
880360,def
880361,def
880362,def
880363,def
880364,def
880365,def
880366,def
881423,def
881424,def
881425,def
881426,def
881427,def
881428,def
881429,def
881430,def
881431,def
881432,def
881433,def
881434,def
881435,def
881436,def
881437,def
881438,def
881439,def
881440,def
881441,def
881442,def
881443,def
881444,def
881445,def
881446,def
881447,def
881448,def
881449,def
881450,def
881451,def
881452,def
881453,def
881454,def
881455,def
881456,def
881457,def
881458,def
881459,def
882526,def
882527,def
882528,def
882529,def
882530,def
882531,def
882532,def
882533,def
882534,def
882535,def
882536,def
882537,def
882538,def
882539,def
882540,def
882541,def
882542,def
882543,def
882544,def
882545,def
882546,def
882547,def
882548,def
882549,def
882550,def
882551,def
882552,def
882553,def
883627,def
883628,def
883629,def
883630,def
883631,def
883632,def
883633,def
883634,def
883635,def
883636,def
883637,def
883638,def
883639,def
883640,def
883641,def
883642,def
883643,def
883644,def
883645,def
884730,def
884731,def
884732,def
884733,def
884734,def
884735,def
884736,def
884737,def
884738,def
